"Sort Key","Type","Name","Version","Name Space Id","Description","Steward","Value Type","Minimum Cardinality","Maximum Cardinality","Minimum Value","Maximum Value","Minimum Characters","Maximum Characters","Unit of Measure Type","Specified Unit Id","Attribute Concept","Conceptual Domain"
"geom:Sun_To_Spacecraft_Position_Vector_Cartesian:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio)was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Sun_To_Spacecraft_Position_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Sun_To_Spacecraft_Position_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Sun_To_Spacecraft_Position_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Sun_To_Spacecraft_Position_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Sun_To_Spacecraft_Position_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time_Stellar_Abb","","","Transmitted light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Sun_To_Spacecraft_Position_Vector_Cartesian:2 geom:x_position:1                    ","Attribute","x_position","n/a","geom","The x component of a Cartesian position vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Sun_To_Spacecraft_Position_Vector_Cartesian:2 geom:y_position:1                    ","Attribute","y_position","n/a","geom","The y component of a Cartesian position vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Sun_To_Spacecraft_Position_Vector_Cartesian:2 geom:z_position:1                    ","Attribute","z_position","n/a","geom","The z component of a Cartesian position vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Sun_To_Target_Position_Vector_Cartesian:1","Class","Sun_To_Target_Position_Vector_Cartesian","1.0.0.0","geom","The Sun_To_Target_Position_Vector_Cartesian is a linear, rectangular coordinates vector from the Sun to the target specified in the parent Geometry_Orbiter class. While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
"geom:Sun_To_Target_Position_Vector_Cartesian:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio)was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Sun_To_Target_Position_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Sun_To_Target_Position_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Sun_To_Target_Position_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Sun_To_Target_Position_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Sun_To_Target_Position_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time_Stellar_Abb","","","Transmitted light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Sun_To_Target_Position_Vector_Cartesian:2 geom:x_position:1                    ","Attribute","x_position","n/a","geom","The x component of a Cartesian position vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Sun_To_Target_Position_Vector_Cartesian:2 geom:y_position:1                    ","Attribute","y_position","n/a","geom","The y component of a Cartesian position vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Sun_To_Target_Position_Vector_Cartesian:2 geom:z_position:1                    ","Attribute","z_position","n/a","geom","The z component of a Cartesian position vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Earth_To_Central_Body_Position_Vector_Cartesian:1","Class","Earth_To_Central_Body_Position_Vector_Cartesian","1.0.0.0","geom","The Earth_To_Central_Body_Position_Vector_Cartesian is a linear, rectangular coordinates vector from the Earth to the central body (e.g., planet). While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
"geom:Earth_To_Central_Body_Position_Vector_Cartesian:2 geom:light_time_correction_applied:1 ","Attribute","light_time_correction_applied","n/a","geom","The light_time_correction_applied indicates whether or not light travel time correction and stellar aberration correction were used when calculating the values in the enclosing class. The attribute is nillable with nill_reason = unknown, but only for migrated data. Note: generally, received light travel time is calculated unless a transmitter (e.g., radar, radio)was involved in which the calculation typically is transmitted light time. ","geo","ASCII_Short_String_Collapsed","1","1","Unbounded","Unbounded","1","255","Units_of_None","none","TBD_classConcept","SHORT_STRING"
"geom:Earth_To_Central_Body_Position_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:None","Value","None","","","Neither light travel time nor stellar aberration was used when calculating the values in the enclosing class. "
"geom:Earth_To_Central_Body_Position_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Received_Light_Time","Value","Received_Light_Time","","","Received light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Earth_To_Central_Body_Position_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Received_Light_Time_","Value","Received_Light_Time_Stellar_Abb","","","Received light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Earth_To_Central_Body_Position_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time","","","Transmitted light travel time, but not stellar aberration was used when calculating the values in the enclosing class. "
"geom:Earth_To_Central_Body_Position_Vector_Cartesian:2 geom:light_time_correction_applied:2  Value:Transmitted_Light_Ti","Value","Transmitted_Light_Time_Stellar_Abb","","","Transmitted light travel time and stellar aberration were used when calculating the values in the enclosing class. "
"geom:Earth_To_Central_Body_Position_Vector_Cartesian:2 geom:x_position:1                    ","Attribute","x_position","n/a","geom","The x component of a Cartesian position vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Earth_To_Central_Body_Position_Vector_Cartesian:2 geom:y_position:1                    ","Attribute","y_position","n/a","geom","The y component of a Cartesian position vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Earth_To_Central_Body_Position_Vector_Cartesian:2 geom:z_position:1                    ","Attribute","z_position","n/a","geom","The z component of a Cartesian position vector.","geo","ASCII_Real","1","1","Unbounded","Unbounded","Unbounded","Unbounded","Units_of_Length","none","TBD_classConcept","REAL"
"geom:Earth_To_Spacecraft_Position_Vector_Cartesian:1","Class","Earth_To_Spacecraft_Position_Vector_Cartesian","1.0.0.0","geom","The Earth_To_Spacecraft_Position_Vector_Cartesian is a linear, rectangular coordinates vector from the Earth to the spacecraft. While the class Coordinate_System_Identification is optional, it must be used here if the coordinate system has not been specified in the enclosing class. ","geo","","","","","","","","","","",""
